 itr,            f,   df_abs[%],   df_rel[%],        c1: =,       c1_ref,      len_C1,  adj_len_C1,        c2: =,       c2_ref,      len_C2,  adj_len_C2,        c3: =,       c3_ref,      len_C3,  adj_len_C3,     bi_itrs,      bi_err, test_norm_dX_bar,     norm_dX, step_length,               time_stamp
  81,  8.09966E-01,  3.35134E+01,  3.68761E-03,  8.82659E-02,  8.82659E-02,   -0.000325,   -0.000325,  9.99972E-01,  9.99971E-01,    0.040870,    0.040870,  2.03955E+00,  2.03955E+00,    0.464230,    0.411328,           7,    0.000818,         1.142805,    0.000005, 4.95176E-06, Tue Jun 25 10:57:18 2024
  82,  8.09936E-01,  3.35084E+01, -4.98556E-03,  8.82659E-02,  8.82659E-02,   -0.000771,   -0.000771,  9.99972E-01,  9.99971E-01,    0.065049,    0.065049,  2.03955E+00,  2.03955E+00,    0.529535,    0.436719,           6,    0.007890,         1.257002,    0.000004, 3.96141E-06, Tue Jun 25 10:57:23 2024
  83,  8.09912E-01,  3.35044E+01, -4.02638E-03,  8.82659E-02,  8.82659E-02,   -0.000622,   -0.000622,  9.99972E-01,  9.99971E-01,    0.052401,    0.052401,  2.03955E+00,  2.03955E+00,    0.465387,    0.421484,           7,    0.001079,         1.116749,    0.000004, 3.96141E-06, Tue Jun 25 10:57:27 2024
  84,  8.09887E-01,  3.35004E+01, -3.98452E-03,  8.82659E-02,  8.82659E-02,   -0.000617,   -0.000617,  9.99972E-01,  9.99971E-01,    0.051938,    0.051938,  2.03955E+00,  2.03955E+00,    0.413568,    0.413568,           0,   -0.021170,         0.978830,    0.000004, 3.96141E-06, Tue Jun 25 10:57:32 2024
  85,  8.09894E-01,  3.35015E+01,  1.07593E-03,  8.82659E-02,  8.82659E-02,   -0.000359,   -0.000359,  9.99972E-01,  9.99971E-01,    0.038967,    0.038967,  2.03955E+00,  2.03955E+00,    0.392872,    0.392872,           0,   -0.043955,         0.956045,    0.000004, 3.96141E-06, Tue Jun 25 10:57:39 2024
  86,  8.09903E-01,  3.35029E+01,  1.46883E-03,  8.82659E-02,  8.82659E-02,   -0.000414,   -0.000414,  9.99972E-01,  9.99971E-01,    0.046341,    0.046341,  2.03955E+00,  2.03955E+00,    0.483323,    0.416406,           6,    0.000600,         1.180196,    0.000003, 3.16913E-06, Tue Jun 25 10:57:43 2024
  87,  8.09884E-01,  3.34997E+01, -3.19164E-03,  8.82659E-02,  8.82659E-02,   -0.000772,   -0.000772,  9.99972E-01,  9.99971E-01,    0.065033,    0.065033,  2.03955E+00,  2.03955E+00,    0.546759,    0.436719,           6,    0.007906,         1.303236,    0.000003, 2.53530E-06, Tue Jun 25 10:57:48 2024
  88,  8.09868E-01,  3.34972E+01, -2.57649E-03,  8.82659E-02,  8.82659E-02,   -0.000623,   -0.000623,  9.99972E-01,  9.99971E-01,    0.052402,    0.052402,  2.03955E+00,  2.03955E+00,    0.482638,    0.421484,           7,    0.001101,         1.163025,    0.000003, 2.53530E-06, Tue Jun 25 10:57:52 2024
  89,  8.09852E-01,  3.34946E+01, -2.54968E-03,  8.82659E-02,  8.82659E-02,   -0.000617,   -0.000617,  9.99972E-01,  9.99971E-01,    0.051937,    0.051937,  2.03955E+00,  2.03955E+00,    0.430828,    0.421484,           7,    0.000066,         1.025143,    0.000003, 2.53530E-06, Tue Jun 25 10:57:57 2024
  90,  8.09837E-01,  3.34920E+01, -2.55237E-03,  8.82659E-02,  8.82659E-02,   -0.000619,   -0.000619,  9.99972E-01,  9.99971E-01,    0.051996,    0.051996,  2.03955E+00,  2.03955E+00,    0.379474,    0.379474,           0,   -0.021836,         0.887161,    0.000002, 2.53530E-06, Tue Jun 25 10:58:02 2024
  91,  8.09847E-01,  3.34937E+01,  1.66776E-03,  8.82659E-02,  8.82659E-02,   -0.000248,   -0.000248,  9.99971E-01,  9.99971E-01,    0.031406,    0.031406,  2.03955E+00,  2.03955E+00,    0.365971,    0.365971,           0,   -0.030263,         0.902919,    0.000002, 2.53530E-06, Tue Jun 25 10:58:06 2024
  92,  8.09856E-01,  3.34952E+01,  1.51204E-03,  8.82659E-02,  8.82659E-02,   -0.000334,   -0.000334,  9.99971E-01,  9.99971E-01,    0.040855,    0.040855,  2.03955E+00,  2.03955E+00,    0.464181,    0.411328,           7,    0.000801,         1.142649,    0.000002, 2.02824E-06, Tue Jun 25 10:58:11 2024
  93,  8.09844E-01,  3.34932E+01, -2.04150E-03,  8.82659E-02,  8.82659E-02,   -0.000774,   -0.000774,  9.99971E-01,  9.99971E-01,    0.065046,    0.065046,  2.03955E+00,  2.03955E+00,    0.529523,    0.436719,           6,    0.007854,         1.256920,    0.000002, 1.62259E-06, Tue Jun 25 10:58:16 2024
  94,  8.09834E-01,  3.34915E+01, -1.64866E-03,  8.82659E-02,  8.82659E-02,   -0.000624,   -0.000624,  9.99971E-01,  9.99971E-01,    0.052397,    0.052397,  2.03955E+00,  2.03955E+00,    0.465398,    0.421484,           7,    0.001107,         1.116747,    0.000002, 1.62259E-06, Tue Jun 25 10:58:20 2024
  95,  8.09824E-01,  3.34899E+01, -1.63161E-03,  8.82659E-02,  8.82659E-02,   -0.000618,   -0.000618,  9.99971E-01,  9.99971E-01,    0.051935,    0.051935,  2.03955E+00,  2.03955E+00,    0.413600,    0.413600,           0,   -0.021104,         0.978896,    0.000001, 1.62259E-06, Tue Jun 25 10:58:25 2024
  96,  8.09827E-01,  3.34903E+01,  4.40099E-04,  8.82659E-02,  8.82659E-02,   -0.000363,   -0.000363,  9.99971E-01,  9.99971E-01,    0.038973,    0.038973,  2.03955E+00,  2.03955E+00,    0.392900,    0.392900,           0,   -0.043925,         0.956075,    0.000002, 1.62259E-06, Tue Jun 25 10:58:29 2024
